Variable,Bin id,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Coefficient,Points
total_rec_int,5,"[946.99, 1276.35)",4865,0.10052068267283772,4752,113,0.023227132579650565,-0.24769667707249887,0.006962628658063544,0.0008681104756431482,0.41175177563631216,12.0
total_rec_int,6,"[1276.35, 1593.73)",3081,0.06365965535765941,2987,94,0.03050957481337228,-0.5278996834565328,0.023076040912102,0.002851471275564156,0.41175177563631216,16.0
total_rec_int,7,"[1593.73, 2658.99)",5077,0.10490102896813917,4951,126,0.02481780579082135,-0.31556677099269415,0.012200020168229192,0.0015187062187092433,0.41175177563631216,13.0
total_rec_int,8,"[2658.99, inf)",2436,0.050332658374312986,2383,53,0.02175697865353038,-0.18080615585601878,0.0017970640316258115,0.00022432752623537154,0.41175177563631216,12.0
total_rec_int,9,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,0.41175177563631216,10.0
total_rec_int,10,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,0.41175177563631216,10.0
months_since_earliest_cr_line,0,"(-inf, 105.50)",5237,0.10820695070044217,5092,145,0.027687607408821844,-0.4279375021459164,0.024493084365456316,0.00303848576121416,-0.17589580918089381,0.0
months_since_earliest_cr_line,1,"[105.50, 155.50)",11535,0.23833629488821853,11296,239,0.02071954919809276,-0.1308893116011265,0.004351363855356617,0.0005435325453657779,-0.17589580918089381,2.0
months_since_earliest_cr_line,2,"[155.50, 173.50)",5067,0.10469440885987025,4975,92,0.018156700217090982,0.003762353141013808,1.4792977493206498e-06,1.849121096089484e-07,-0.17589580918089381,2.0
months_since_earliest_cr_line,3,"[173.50, 201.50)",6754,0.13955122112483986,6638,116,0.017175007403020432,0.060346081770916715,0.0004936935336634306,6.170232956440123e-05,-0.17589580918089381,2.0
months_since_earliest_cr_line,4,"[201.50, 237.50)",6212,0.1283524112566635,6107,105,0.016902768834513845,0.0766008636629727,0.0007259854000664751,9.072599475015144e-05,-0.17589580918089381,3.0
months_since_earliest_cr_line,5,"[237.50, 371.50)",11112,0.2295962643084425,10954,158,0.01421886249100072,0.2522352129140608,0.012963515549926124,0.0016161573718714468,-0.17589580918089381,3.0
months_since_earliest_cr_line,6,"[371.50, inf)",2481,0.0512624488615232,2454,27,0.010882708585247884,0.5230080398638886,0.011000698251679932,0.0013596261305661318,-0.17589580918089381,5.0
months_since_earliest_cr_line,7,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.17589580918089381,2.0
months_since_earliest_cr_line,8,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.17589580918089381,2.0
revol_util,0,"(-inf, 24.95)",6268,0.12950948386296954,6162,106,0.01691129546904914,0.07608786564190728,0.0007229281079546534,9.034422139889966e-05,-0.3633204994240095,5.0
revol_util,1,"[24.95, 39.95)",8199,0.16940782676970123,8069,130,0.015855592145383582,0.1416206679902854,0.003175729137915745,0.00039663473634243135,-0.3633204994240095,6.0
revol_util,2,"[39.95, 46.45)",4237,0.0875449398735485,4187,50,0.011800802454566911,0.4410870411883585,0.013862635383650863,0.0017189173553190627,-0.3633204994240095,9.0
revol_util,3,"[46.45, 51.45)",3465,0.07159386751518658,3410,55,0.015873015873015872,0.14050466564245268,0.0013217306867031832,0.00016508056865862774,-0.3633204994240095,6.0
revol_util,4,"[51.45, 78.05)",17470,0.36096532914583246,17144,326,0.01866056096164854,-0.02412356361593382,0.00021252210439370712,2.6564618919783668e-05,-0.3633204994240095,4.0
revol_util,5,"[78.05, 87.25)",4362,0.09012769122691021,4270,92,0.02109124254928932,-0.1490491902290092,0.002152855074087624,0.000268858061154946,-0.3633204994240095,3.0
revol_util,6,"[87.25, inf)",4377,0.0904376213893136,4254,123,0.02810143934201508,-0.4431990790148741,0.022128063245384015,0.0027435898327930718,-0.3633204994240095,0.0
revol_util,7,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.3633204994240095,5.0
revol_util,8,Missing,20,0.00041324021653787346,20,0,0.0,0.0,0.0,0.0,-0.3633204994240095,5.0
tot_cur_bal,0,"(-inf, 48967.50)",18280,0.3777015579156163,17876,404,0.022100656455142233,-0.19683028731044683,0.01610854503399081,0.0020103239966730233,-0.5327030871940975,0.0
tot_cur_bal,1,"[48967.50, 80854.50)",5994,0.12384809289640068,5880,114,0.01901901901901902,-0.04351612690446194,0.00023950886614564364,2.9936246269169275e-05,-0.5327030871940975,2.0
